"Symbol: ZSY00",,,,,,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: MA (20, Close, 0)","Study: MA (55, Close, 0)","Study: MA (200, Close, 0)","Study: TCHRE (100, Long, 5, ...)","Study: VOL (LikeMain)",,"Study: DOSC (14, 5, 3, ...)",
"Date Time","Symbol","Open","High","Low","Close","Change","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","MA-Simple","MA-Simple","MA-Simple","TurtleChnRetrace","Volume","Open Interest","Derivative Oscillator","Derivative Oscillator Signal"
2007-06-01,ZSY00,775,807.5,752,802,38.5,791.2069445564047,618.9125,446.6180554435954,791.2069445564047,618.9125,446.6180554435954,618.9125,642.3477272727273,594.26625,1035.625,329648,549655,6.803848880805326,5.3278968747279745
2007-07-01,ZSY00,817,854.5,744,768.5,-33.5,810.3495863630823,630.30625,450.2629136369177,810.3495863630823,630.30625,450.2629136369177,630.30625,646.1272727272727,595.20875,1035.625,260339,536595,5.793844208872983,5.966837633338474
2007-08-01,ZSY00,764,813.5,739,811.5,43,836.7358318124379,641.48125,446.22666818756215,836.7358318124379,641.48125,446.22666818756215,641.48125,650.7431818181818,596.48125,1035.625,202022,495302,5.058268787399953,6.2782687138405615
2007-09-01,ZSY00,839.5,950,826,933.5,122,889.5615811302912,659.575,429.5884188697089,889.5615811302912,659.575,429.5884188697089,659.575,657.3590909090909,598.34625,1035.625,243692,526912,5.41818845870948,6.432923685704242
2007-10-01,ZSY00,934,973,868.5,973,39.5,942.4033251196786,680.475,418.5466748803215,942.4033251196786,680.475,418.5466748803215,680.475,664.7227272727273,600.34125,1035.625,320037,580446,6.111552758552442,6.495244289004216
2007-11-01,ZSY00,955.5,1058.5,955.5,1039,66,1002.2798578001376,705.075,407.87014219986247,1002.2798578001376,705.075,407.87014219986247,705.075,672.3659090909091,602.69625,1053.5,239957,586633,7.019574067088826,6.477239414706028
2007-12-01,ZSY00,1038.5,1180.5,1038.5,1158,119,1084.0317605584416,734.575,385.11823944155844,1084.0317605584416,734.575,385.11823944155844,734.575,682.2204545454546,605.60625,1175.5,309345,582501,8.13773856601609,6.513870254496954
2008-01-01,ZSY00,1190.5,1233,1126.5,1209.5,51.5,1162.4827620651558,767.65,372.8172379348441,1162.4827620651558,767.65,372.8172379348441,767.65,693.084090909091,608.76375,1228,361249,563927,8.931679090048334,6.695900635564964
2008-02-01,ZSY00,1229.5,1461,1229.5,1461,251.5,1298.1689332748738,812.325,326.4810667251263,1298.1689332748738,812.325,326.4810667251263,812.325,709.9454545454546,613.43625,1456,255260,598278,9.877754608708443,7.016938825133542
2008-03-01,ZSY00,1487.5,1487.5,1132.5,1132.5,-328.5,1330.194355611099,841.825,353.4556443889012,1330.194355611099,841.825,353.4556443889012,841.825,719.6522727272727,616.23375,1482.5,144745,543450,6.686649322158829,7.003916651950598
2008-04-01,ZSY00,1146,1330.5,1146,1266,133.5,1376.5146768131513,879.55,382.5853231868486,1376.5146768131513,879.55,382.5853231868486,879.55,730.7681818181818,619.68125,1482.5,172095,506422,3.2493460229875097,6.721194631296656
2008-05-01,ZSY00,1224,1337.5,1224,1326.5,60.5,1423.9284033279584,920.1,416.27159667204154,1423.9284033279584,920.1,416.27159667204154,920.1,740.7227272727273,623.42875,1482.5,108196,458046,0.5281174229428842,6.217844479690315
2008-06-01,ZSY00,1329,1565,1324.5,1565,238.5,1523.4697853620155,967.825,412.1802146379847,1523.4697853620155,967.825,412.1802146379847,967.825,755.1045454545455,628.47375,1560,177674,489069,-0.5962185213747659,5.549577037458732
2008-07-01,ZSY00,1593,1618.5,1369,1379.5,-185.5,1568.1654312588607,1003.8,439.4345687411392,1568.1654312588607,1003.8,439.4345687411392,1003.8,766.0227272727273,632.60375,1613.5,142472,446005,-2.419447008220331,4.6016881744839795
2008-08-01,ZSY00,1341.5,1341.5,1154,1303,-76.5,1590.8505877775165,1036.325,481.7994122224836,1590.8505877775165,1036.325,481.7994122224836,1036.325,774.9931818181818,636.36125,1613.5,116869,388938,-4.460115252382536,3.3261671389871617
2008-09-01,ZSY00,1278.5,1278.5,979,979,-324,1582.277396190809,1051.225,520.1726038091908,1582.277396190809,1051.225,520.1726038091908,1051.225,775.7386363636364,638.43375,1613.5,124511,364678,-7.659084740099175,1.5709645494187991
2008-10-01,ZSY00,987,987,805.5,894,-85,1576.0218038334876,1058.9,541.7781961665125,1576.0218038334876,1058.9,541.7781961665125,1058.9,773.6909090909091,640.01875,1613.5,161696,348437,-10.475980923696326,-0.585442118775052
2008-11-01,ZSY00,897,917,809.5,857.5,-36.5,1567.8720365486781,1065.925,563.9779634513218,1567.8720365486781,1065.925,563.9779634513218,1065.925,770.834090909091,641.40375,1613.5,100506,312905,-12.100894708592023,-3.0275142651417704
2008-12-01,ZSY00,819,958,759.5,958,100.5,1554.6562095521067,1079.025,603.3937904478935,1554.6562095521067,1079.025,603.3937904478935,1079.025,773.3068181818181,643.33125,1613.5,117261,304252,-12.192999576167693,-5.125253031622496
2009-01-01,ZSY00,955,1010.5,934.625,959,1,1545.7604359241618,1088.8,631.8395640758381,1545.7604359241618,1088.8,631.8395640758381,1088.8,774.725,645.10125,1613.5,138050,297315,-11.42068532924283,-6.755256515203644
2009-02-01,ZSY00,939.5,989,853,861.5,-97.5,1541.9523511628502,1091.775,641.59764883715,1541.9523511628502,1091.775,641.59764883715,1091.775,779.6863636363636,646.46125,1613.5,152236,313703,-10.628110057520587,-7.994837346366252
2009-03-01,ZSY00,834.5,953.5,834.5,893.5,32,1533.3003697373654,1098.025,662.7496302626348,1533.3003697373654,1098.025,662.7496302626348,1098.025,784.3204545454546,648.17375,1613.5,117080,292159,-9.236629476029577,-8.954883007994564
2009-04-01,ZSY00,939.5,1047,939.5,1047,153.5,1525.7464388596204,1109.8,693.8535611403795,1525.7464388596204,1109.8,693.8535611403795,1109.8,794.3386363636364,650.66875,1613.5,173282,358857,-6.678715997457111,-9.428135117909761
2009-05-01,ZSY00,1085.5,1198,1085.5,1198,151,1532.4774972447965,1123.025,713.5725027552037,1532.4774972447965,1123.025,713.5725027552037,1123.025,806.8909090909091,654.02375,1613.5,131089,415599,-3.2691172084376987,-9.295802001915892
2009-06-01,ZSY00,1228,1259.5,1153,1170,-28,1536.8590188670835,1132.875,728.8909811329165,1536.8590188670835,1132.875,728.8909811329165,1132.875,818.5886363636364,657.22375,1613.5,156348,454966,-0.4799436526928673,-8.498119658870747
2009-07-01,ZSY00,1207,1207,1010,1078.5,-91.5,1537.362496700413,1134.85,732.3375032995868,1537.362496700413,1134.85,732.3375032995868,1134.85,828.3681818181818,659.84125,1613.5,129335,412422,0.8888095134120277,-7.235365165858706
2009-08-01,ZSY00,1121.5,1178,1028.5,1152,73.5,1537.0019722898621,1134.55,732.0980277101378,1537.0019722898621,1134.55,732.0980277101378,1134.55,839.8295454545455,662.82375,1613.5,115098,402099,1.8032918153030693,-5.690455552092585
2009-09-01,ZSY00,1125,1125,912,915.5,-236.5,1531.646442432423,1119.85,708.0535575675767,1531.646442432423,1119.85,708.0535575675767,1119.85,845.6386363636364,664.58625,1613.5,111814,428320,0.9880565946873006,-4.225893755330919
2009-10-01,ZSY00,906.5,996,872.5,961.5,46,1480.6464187183908,1094.875,709.1035812816092,1480.6464187183908,1094.875,709.1035812816092,1094.875,852.1204545454545,666.55375,1613.5,181654,461462,0.034540991579234515,-2.9530908307951345
2009-11-01,ZSY00,983.5,1039,932,1039,77.5,1476.3002978501831,1090.2,704.0997021498171,1476.3002978501831,1090.2,704.0997021498171,1090.2,859.9568181818182,668.8675,1613.5,140965,438530,-0.4293035604843851,-1.819890108902223
2009-12-01,ZSY00,1038.5,1042,973.5,1021.5,-17.5,1456.4435554970187,1077.975,699.5064445029811,1456.4435554970187,1077.975,699.5064445029811,1077.975,866.4022727272727,671.075,1613.5,153347,464281,-0.8323613508944447,-0.8860825394427638
2010-01-01,ZSY00,1030.5,1033.5,892,892,-129.5,1424.9164481614785,1056.25,687.5835518385217,1424.9164481614785,1056.25,687.5835518385217,1056.25,870.9363636363636,672.5575,1613.5,139880,446211,-1.8209308406009939,-0.3463286331254175
2010-02-01,ZSY00,889,947,887,935.5,43.5,1313.050991889717,1024.775,736.4990081102834,1313.050991889717,1024.775,736.4990081102834,1024.775,875.7886363636363,674.11,1613.5,178550,465666,-2.3454113492028412,-0.2436946487659889
2010-03-01,ZSY00,937,949.5,897,917,-18.5,1242.7332014056558,1001.65,760.5667985943442,1242.7332014056558,1001.65,760.5667985943442,1001.65,882.0431818181818,675.3375,1613.5,127505,434272,-2.5660478582198465,-0.47548400493565324
2010-04-01,ZSY00,918,981.5,912,968,51,1182.5435174752765,984.9,787.2564825247233,1182.5435174752765,984.9,787.2564825247233,984.9,889.8681818181818,676.8975,1613.5,162587,477078,-2.197434911653268,-0.8184000521651306
2010-05-01,ZSY00,958,958,911.5,922,-46,1181.586437775159,982.05,782.5135622248407,1181.586437775159,982.05,782.5135622248407,982.05,896.8136363636364,678.465,1613.5,103896,459342,-1.867559912701715,-1.2262724663878843
2010-06-01,ZSY00,922,969,922,940,18,1180.8104540359204,984.35,787.8895459640796,1180.8104540359204,984.35,787.8895459640796,984.35,904.075,680.18,1613.5,133930,462796,-1.4853586314432903,-1.5010963804023945
2010-07-01,ZSY00,944,1047.5,943.5,1047.5,107.5,1183.0988044876374,993.85,804.6011955123627,1183.0988044876374,993.85,804.6011955123627,993.85,912.4295454545454,682.12,1613.5,121233,470086,-0.3975040132989278,-1.5491013809444125
2010-08-01,ZSY00,1054.5,1068.5,1012,1012,-35.5,1185.2158156635694,996.55,807.8841843364304,1185.2158156635694,996.55,807.8841843364304,996.55,920.4363636363636,683.6975,1613.5,102988,514690,0.4498652148415019,-1.4514159614637583
2010-09-01,ZSY00,1009,1091,1002,1067.5,55.5,1192.2428309646693,1001.975,811.7071690353306,1192.2428309646693,1001.975,811.7071690353306,1001.975,929.7545454545455,685.65,1613.5,121557,553196,1.4447333581233295,-1.1984054382395612
2010-10-01,ZSY00,1018,1203,1015.5,1203,135.5,1216.9671291222667,1019.05,821.1328708777332,1216.9671291222667,1019.05,821.1328708777332,1019.05,941.6818181818181,688.3,1613.5,221913,633086,3.009297502124369,-0.6617134001589654
2010-11-01,ZSY00,1202,1310,1176.5,1223.5,20.5,1243.611505329554,1035.55,827.488494670446,1243.611505329554,1035.55,827.488494670446,1035.55,953.6,691.0525,1613.5,166715,624213,4.397700622876378,0.08752126340539235
2010-12-01,ZSY00,1263,1350.5,1250,1341.5,118,1297.4938251327153,1050.275,803.0561748672849,1297.4938251327153,1050.275,803.0561748672849,1050.275,968.0272727272727,694.3975,1613.5,183149,643091,5.882567272896665,1.0262562779738937
2011-01-01,ZSY00,1347,1385.5,1259,1379.5,38,1338.8155792758744,1059.35,779.8844207241256,1338.8155792758744,1059.35,779.8844207241256,1059.35,982.790909090909,697.8225,1613.5,178590,643422,7.054240235314907,2.0542201831925797
2011-02-01,ZSY00,1404.5,1419,1268.5,1328,-51.5,1366.9786272613946,1067.25,767.5213727386054,1366.9786272613946,1067.25,767.5213727386054,1067.25,997.0727272727273,701.2175,1613.5,240926,673795,7.0912346042380605,3.049641796185888
2011-03-01,ZSY00,1340.5,1381.5,1206,1381.5,53.5,1412.0125907789325,1082.4,752.7874092210676,1412.0125907789325,1082.4,752.7874092210676,1082.4,1012.8909090909091,705.295,1613.5,169810,618248,6.767988699899739,3.966680388557336
2011-04-01,ZSY00,1366,1371,1305,1371,-10.5,1445.278984313597,1093.35,741.4210156864028,1445.278984313597,1093.35,741.4210156864028,1093.35,1028.4454545454546,709.45,1613.5,207155,624349,6.058458189337074,4.684009522183558
2011-05-01,ZSY00,1370.5,1374.5,1300.5,1370,-1,1477.695280819536,1116.075,754.4547191804642,1477.695280819536,1116.075,754.4547191804642,1116.075,1042.2545454545455,713.7325,1613.5,132837,559029,5.0940775679534696,5.200033116973777
2011-06-01,ZSY00,1381.5,1408.5,1303,1303,-67,1496.2099261829926,1133.15,770.0900738170076,1496.2099261829926,1133.15,770.0900738170076,1133.15,1053.9454545454546,717.635,1613.5,173768,582529,3.307624508368413,5.407021022556564
2011-07-01,ZSY00,1317,1391,1317,1353,50,1521.3020237560804,1148.85,776.3979762439194,1521.3020237560804,1148.85,776.3979762439194,1148.85,1066.6818181818182,721.645,1613.5,135421,529949,1.9043021509883786,5.284243761319232
2011-08-01,ZSY00,1355.5,1439.5,1289.5,1439.5,86.5,1557.8545606534403,1169.75,781.6454393465597,1557.8545606534403,1169.75,781.6454393465597,1169.75,1080.4727272727273,726.115,1613.5,144891,524601,1.3982045803982288,4.950966423266104
2011-09-01,ZSY00,1409.5,1421,1175,1175,-264.5,1550.5070921299805,1183.9,817.2929078700197,1550.5070921299805,1183.9,817.2929078700197,1183.9,1088.3727272727272,729.29,1613.5,193001,590302,-1.0533653077582485,4.1803072476377805
2011-10-01,ZSY00,1144,1242.5,1125,1190,15,1545.0787092642292,1196.625,848.1712907357708,1545.0787092642292,1196.625,848.1712907357708,1196.625,1096.9727272727273,732.505,1613.5,252835,567065,-3.331126605611985,3.026377598645903
2011-11-01,ZSY00,1175,1199,1085,1112,-78,1533.2296886614906,1206.375,879.5203113385094,1533.2296886614906,1206.375,879.5203113385094,1206.375,1104.5363636363636,735.265,1613.5,143028,521278,-5.498129438173095,1.6275593717113306
2011-12-01,ZSY00,1108.5,1183.25,1080,1182.5,70.5,1525.5207515716152,1217.1,908.6792484283847,1525.5207515716152,1217.1,908.6792484283847,1217.1,1112.1545454545455,738.385,1613.5,186780,525509,-6.387479008618769,0.16584073743149633
2012-01-01,ZSY00,1198.5,1206,1135,1181.5,-1,1508.079725679259,1230.075,952.0702743207412,1508.079725679259,1230.075,952.0702743207412,1230.075,1119.0545454545454,741.475,1613.5,167106,474077,-6.454915590172021,-1.2245341269584031
2012-02-01,ZSY00,1198.5,1299,1198.5,1299,117.5,1493.21726639517,1248.025,1002.8327336048301,1493.21726639517,1248.025,1002.8327336048301,1248.025,1128.7,745.1275,1613.5,218541,532738,-5.117816167877109,-2.359188986495134
2012-03-01,ZSY00,1302,1383,1302,1383,84,1498.4562432292362,1264.8,1031.1437567707637,1498.4562432292362,1264.8,1031.1437567707637,1264.8,1139.090909090909,749.085,1613.5,199448,623972,-2.9378787518552585,-3.053133793186653
2012-04-01,ZSY00,1401,1499,1389,1499,116,1513.675967317814,1289.15,1064.6240326821862,1513.675967317814,1289.15,1064.6240326821862,1289.15,1149.3727272727272,753.575,1613.5,265740,793777,-0.14985416663733986,-3.281373384033955
2012-05-01,ZSY00,1487,1487,1338.5,1338.5,-160.5,1503.5453136122424,1302.7,1101.8546863877577,1503.5453136122424,1302.7,1101.8546863877577,1302.7,1156.0181818181818,757.145,1613.5,207068,787914,1.0784696926088557,-3.316899482677219
2012-06-01,ZSY00,1335.5,1500,1331.5,1500,161.5,1530.2803222392145,1317.55,1104.8196777607855,1530.2803222392145,1317.55,1104.8196777607855,1317.55,1164.4,761.31,1613.5,232744,769805,2.357633812980886,-2.9378995803728705
2012-07-01,ZSY00,1506.5,1790,1506.5,1730,230,1616.6316209244992,1342.875,1069.1183790755008,1616.6316209244992,1342.875,1069.1183790755008,1342.875,1174.8,766.5725,1785,247395,805352,4.21525010058474,-2.0994132796843457
2012-08-01,ZSY00,1713,1785.5,1602.5,1778,48,1697.7221313966986,1364.7,1031.6778686033015,1697.7221313966986,1364.7,1031.6778686033015,1364.7,1185.1363636363637,771.835,1785,168641,748436,5.740526693862321,-0.8506737094581882
2012-09-01,ZSY00,1771.5,1771.5,1558,1588.5,-189.5,1722.1952564147796,1375.15,1028.1047435852206,1722.1952564147796,1375.15,1028.1047435852206,1375.15,1187.4545454545455,776.1375,1785,206587,732387,5.196440318068348,0.43642843795149133
2012-10-01,ZSY00,1546.5,1558.5,1479,1535.5,-53,1738.6646996940447,1385.525,1032.3853003059555,1738.6646996940447,1385.525,1032.3853003059555,1385.525,1194.7818181818182,780.1875,1785,229220,704190,3.5360491112505343,1.546535626998442
2012-11-01,ZSY00,1565,1565,1371,1426.5,-109,1741.3565994929602,1387.775,1034.19340050704,1741.3565994929602,1387.775,1034.19340050704,1387.775,1197.7,783.6375,1785,144149,609007,1.0862601764302937,2.2358774430325976
2012-12-01,ZSY00,1441,1487,1403.5,1420.5,-6,1744.0201937699105,1390.25,1036.4798062300895,1744.0201937699105,1390.25,1036.4798062300895,1390.25,1199.409090909091,786.8825,1785,194082,588184,-1.1294202343413815,2.4368172783119175
2013-01-01,ZSY00,1399.5,1490.5,1376,1482,61.5,1751.7004039621143,1395.85,1039.9995960378856,1751.7004039621143,1395.85,1039.9995960378856,1395.85,1197.9,790.43,1785,172743,549766,-2.340214845777311,2.193443869518587
2013-02-01,ZSY00,1487,1501.5,1427.5,1471.5,-10.5,1758.9099496313074,1404.275,1049.6400503686928,1758.9099496313074,1404.275,1049.6400503686928,1404.275,1199.5727272727272,793.9575,1785,240439,615896,-3.082771330316781,1.7310837558601833
2013-03-01,ZSY00,1461,1494.5,1420,1420,-51.5,1761.524261796348,1407.625,1053.725738203652,1761.524261796348,1407.625,1053.725738203652,1407.625,1201.7,797.2425,1785,159644,589572,-3.7839954042396045,1.048680509502351
2013-04-01,ZSY00,1406,1490,1381,1481.5,61.5,1764.852227201745,1409.725,1054.5977727982547,1764.852227201745,1409.725,1054.5977727982547,1409.725,1210.8363636363636,800.6125,1785,205294,565211,-3.673864499445642,0.17211222061008633
2013-05-01,ZSY00,1452.5,1561,1444.5,1544,62.5,1770.7250364910212,1428.175,1085.6249635089787,1770.7250364910212,1428.175,1085.6249635089787,1428.175,1222.6545454545455,804.5925,1785,160049,565760,-2.6672046895110597,-0.7620801553202894
2013-06-01,ZSY00,1555.5,1565.5,1525.5,1565.5,21.5,1776.1257737136802,1446.95,1117.7742262863198,1776.1257737136802,1446.95,1117.7742262863198,1446.95,1235.5272727272727,809.115,1785,182205,596356,-1.3537438533785178,-1.4898783965921634
2013-07-01,ZSY00,1568,1610,1335.5,1342,-223.5,1754.4099466144025,1458.45,1162.4900533855975,1754.4099466144025,1458.45,1162.4900533855975,1458.45,1242.509090909091,812.2775,1785,151252,517022,-1.7699667695534202,-2.0794357166814916
2013-08-01,ZSY00,1332.5,1516,1303,1484.5,142.5,1741.1061436409188,1473.55,1205.993856359081,1741.1061436409188,1473.55,1205.993856359081,1473.55,1252.0636363636363,816.26,1785,187847,535645,-1.6997183600094914,-2.3889888873970233
2013-09-01,ZSY00,1515.5,1515.5,1265,1265,-219.5,1729.0346645574937,1477.725,1226.4153354425061,1729.0346645574937,1477.725,1226.4153354425061,1477.725,1259.4,818.9275,1785,172109,615389,-2.7388179497688014,-2.567810855777848
2013-10-01,ZSY00,1265,1294,1260,1263.5,-1.5,1732.725952923945,1475.95,1219.174047076055,1732.725952923945,1475.95,1219.174047076055,1475.95,1266.1272727272728,821.34,1785,229939,626484,-3.796746398868642,-2.7296476950102178
2013-11-01,ZSY00,1251,1321,1248,1312.5,49,1736.0524407189055,1472.425,1208.7975592810944,1736.0524407189055,1472.425,1208.7975592810944,1472.425,1270.9545454545455,823.7125,1785,170054,582859,-4.183901259722909,-2.851995464944232
2013-12-01,ZSY00,1313.5,1340.5,1303.5,1303.5,-9,1735.9321069883647,1462.65,1189.3678930116355,1735.9321069883647,1462.65,1189.3678930116355,1462.65,1272.8727272727272,825.855,1785,193088,625222,-4.244649495549716,-2.9031792528675777
2014-01-01,ZSY00,1281,1330.5,1267,1278.5,-25,1739.5548231095706,1459.65,1179.7451768904295,1739.5548231095706,1459.65,1179.7451768904295,1459.65,1274.8454545454545,827.86,1785,175825,589917,-4.194440254587207,-2.9610210034388627
2014-02-01,ZSY00,1282.5,1397.5,1282.5,1395.5,117,1735.0224474224597,1454.425,1173.8275525775402,1735.0224474224597,1454.425,1173.8275525775402,1454.425,1280.6090909090908,831.04,1785,267923,675981,-3.07321342123263,-3.0061330847412595
2014-03-01,ZSY00,1399,1462,1378.5,1462,66.5,1691.703773532982,1441.025,1190.3462264670181,1691.703773532982,1441.025,1190.3462264670181,1441.025,1286.2454545454545,834.64,1785,172081,649893,-1.2263086360110975,-2.9919736161448793
2014-04-01,ZSY00,1484.5,1522.5,1462.5,1521.5,59.5,1630.1077512132706,1428.2,1226.2922487867295,1630.1077512132706,1428.2,1226.2922487867295,1428.2,1297.2636363636364,838.7925,1785,199615,645604,0.7960672573064471,-2.7068587242715605
2014-05-01,ZSY00,1471,1528.5,1456.5,1507.5,-14,1616.0343662209093,1424.15,1232.2656337790909,1616.0343662209093,1424.15,1232.2656337790909,1424.15,1307.1909090909091,843.2725,1785,138779,601095,2.367384882222531,-2.254958364023558
2014-06-01,ZSY00,1514.5,1514.5,1393,1393,-114.5,1602.3108534805074,1417.025,1231.7391465194928,1602.3108534805074,1417.025,1231.7391465194928,1417.025,1313.6272727272728,846.82,1785,187114,616405,2.4536277140249467,-1.678019956935364
2014-07-01,ZSY00,1391,1391,1241,1254.5,-138.5,1606.6670931588446,1408.425,1210.1829068411553,1606.6670931588446,1408.425,1210.1829068411553,1408.425,1317.8636363636363,849.5325,1785,171158,622019,1.0447575170992138,-1.14007507738338
2014-08-01,ZSY00,1213,1288.5,1213,1237,-17.5,1610.9369150420025,1399.25,1187.5630849579975,1610.9369150420025,1399.25,1187.5630849579975,1399.25,1324.1363636363637,852.3875,1785,141298,642042,-0.6750724667559354,-0.7502052114981608
2014-09-01,ZSY00,1177,1178,886,886,-351,1673.7110556742352,1369.45,1065.1889443257649,1673.7110556742352,1369.45,1065.1889443257649,1369.45,1323.2363636363636,853.4825,1785,174859,724997,-3.798653396567339,-0.7006500893890077
2014-10-01,ZSY00,888,1022,882.5,1022,136,1682.5576984515142,1346.975,1011.3923015484855,1682.5576984515142,1346.975,1011.3923015484855,1346.975,1325.1454545454546,855.355,1785,315723,766190,-5.632482552771094,-0.8604325669649953
2014-11-01,ZSY00,1008,1046.5,987.5,1039,17,1687.184415325472,1327.925,968.665584674528,1687.184415325472,1327.925,968.665584674528,1327.925,1326.4363636363637,857.355,1785,192641,664436,-6.381528726317754,-1.228023156418898
2014-12-01,ZSY00,1008.5,1041,987,1010,-29,1681.6329309682587,1304.35,927.0670690317411,1681.6329309682587,1304.35,927.0670690317411,1304.35,1328.0363636363636,859.2325,1785,200373,668558,-6.509893812856326,-1.8150881760683677
2015-01-01,ZSY00,992.5,1040.5,948.5,948.5,-61.5,1665.261098421738,1274.575,883.888901578262,1665.261098421738,1274.575,883.888901578262,1274.575,1328.1909090909091,860.8825,1785,178497,644314,-6.364326612349025,-2.6106874949189756
2015-02-01,ZSY00,946,1021,946,1021,72.5,1628.9301488547326,1247.35,865.7698511452672,1628.9301488547326,1247.35,865.7698511452672,1247.35,1327.709090909091,862.85,1785,256175,698668,-5.230021492553739,-3.4548437587830056
2015-03-01,ZSY00,1002,1002,941,962,-59,1626.6622016710007,1228.35,830.0377983289991,1626.6622016710007,1228.35,830.0377983289991,1228.35,1326.8,864.765,1785,182310,708195,-4.079521596104527,-4.180749237686281
2015-04-01,ZSY00,979.5,980.5,938.5,970.5,8.5,1597.8529984704064,1202.65,807.4470015295938,1597.8529984704064,1202.65,807.4470015295938,1202.65,1325.0363636363636,867.04,1785,239508,746322,-2.944109909703755,-4.623956729553277
2015-05-01,ZSY00,960.5,978.5,918,930.5,-40,1597.1452907201929,1185.925,774.704709279807,1597.1452907201929,1185.925,774.704709279807,1185.925,1320.081818181818,869.1575,1785,171117,698150,-2.1401784074641697,-4.786746278520859
2015-06-01,ZSY00,921.5,1046.5,921.5,1046.5,116,1588.9777995798047,1175.075,761.1722004201954,1588.9777995798047,1175.075,761.1722004201954,1175.075,1316.8636363636363,871.71,1785,285643,722471,-0.7034628206187961,-4.442836214526576
2015-07-01,ZSY00,1046.5,1046.5,967.5,988.5,-58,1575.3491138414247,1158.875,742.4008861585753,1575.3491138414247,1158.875,742.4008861585753,1158.875,1310.4454545454546,873.755,1785,201158,663539,0.25680750567113364,-3.78847065247744
2015-08-01,ZSY00,979.5,1034,886,887.5,-101,1565.0009039927186,1138.075,711.1490960072814,1565.0009039927186,1138.075,711.1490960072814,1138.075,1301.5,875.5625,1785,202692,653707,0.2952147734071602,-3.046610263619116
2015-09-01,ZSY00,871.5,874.5,842,867.5,-20,1554.8747999313596,1117.525,680.1752000686407,1554.8747999313596,1117.525,680.1752000686407,1117.525,1293.1272727272728,877.4175,1785,175857,675762,-0.07482498039014018,-2.3316026155673177
2015-10-01,ZSY00,854,895.5,852,870,2.5,1521.7300227652847,1091.25,660.7699772347153,1521.7300227652847,1091.25,660.7699772347153,1091.25,1283.8272727272727,879.5825,1785,284163,701418,-0.5059001461548576,-1.6806663415457435
2015-11-01,ZSY00,865,878.5,849,878.5,8.5,1466.388897238272,1062.075,657.761102761728,1466.388897238272,1062.075,657.761102761728,1062.075,1274.8727272727272,881.67,1785,165721,673124,-0.7414141244807624,-1.181932189537635
2015-12-01,ZSY00,886.5,902,854.5,863,-15.5,1382.4846996828928,1029.15,675.8153003171074,1382.4846996828928,1029.15,675.8153003171074,1029.15,1265.6545454545455,883.675,1785,225790,681902,-0.9636471923454337,-0.8357239224532912
2016-01-01,ZSY00,854,882.5,854,876.5,13.5,1280.0189441237962,997.6,715.1810558762037,1280.0189441237962,997.6,715.1810558762037,997.6,1257.9,885.84,1785,201904,674295,-0.9594612681104309,-0.6152074067206996
2016-02-01,ZSY00,873.5,880.5,844.5,844.5,-32,1194.1652397427174,970.175,746.1847602572826,1194.1652397427174,970.175,746.1847602572826,970.175,1248.6545454545455,887.93,1785,260188,721971,-1.1251334176989545,-0.5024246300801202
2016-03-01,ZSY00,840,899.5,840,891.5,47,1136.2090044629283,952.025,767.8409955370716,1136.2090044629283,952.025,767.8409955370716,952.025,1238.6909090909091,890.35,1785,202507,723368,-0.6181624166572917,-0.4929468074177308
2016-04-01,ZSY00,898.5,997,879.5,997,105.5,1072.3509139397872,940.025,807.6990860602126,1072.3509139397872,940.025,807.6990860602126,940.025,1235.4545454545455,893.045,1785,399045,824648,1.1725579884373403,-0.39119675377704116
2016-05-01,ZSY00,1012,1052.5,973.5,1044.5,47.5,1085.2751251592367,947.95,810.6248748407634,1085.2751251592367,947.95,810.6248748407634,947.95,1232.8090909090909,895.97,1785,295796,840893,3.3506578168352945,-0.05170308228502623
2016-06-01,ZSY00,1069.5,1157.5,1069.5,1157.5,113,1117.0830841843117,954.725,792.3669158156885,1117.0830841843117,954.725,792.3669158156885,954.725,1233.6363636363637,899.54,1785,324316,859582,5.976251119485262,0.6206387065900185
2016-07-01,ZSY00,1148,1148,972.5,1016.5,-141,1113.9055208032462,953.6,793.2944791967539,1113.9055208032462,953.6,793.2944791967539,953.6,1230.6181818181817,902.32,1785,238983,747308,6.6803838449875315,1.4191147056058395
2016-08-01,ZSY00,974,1032,959,959,-57.5,1109.2950315175804,951.05,792.8049684824196,1109.2950315175804,951.05,792.8049684824196,951.05,1226.5727272727272,904.8775,1785,149226,668100,5.978931125836574,2.1658197334188767
2016-09-01,ZSY00,921.5,993,912,923.5,-35.5,1108.5001575298525,949.8,791.0998424701475,1108.5001575298525,949.8,791.0998424701475,949.8,1219.7454545454545,907.0575,1785,160613,636957,4.497820398544427,2.7726494657399723
2016-10-01,ZSY00,940.5,984,914.5,971,47.5,1102.9815339081676,947.3,791.6184660918321,1102.9815339081676,947.3,791.6184660918321,947.3,1212.2545454545455,909.4875,1785,282701,657062,3.3349432565685575,3.249805524037638
